project_id,boro,new_project,cd,sponsor,title,short_dbn,desc,fy_now,fy_1,fy_2,fy_3,year
E  CN526,M,,10,Rodriguez,PS 8: LUIS BELLIARD - 2,M008,--COMPUTER UPGRADES,35000,0,0,0,2016
E  CN527,M,,10,Rodriguez,PS 98: SHORAC KAPPOCK - 1,M098,--TECHNOLOGY UPGRADES,35000,0,0,0,2016
E  CN528,M,,10,Rodriguez,PS 98: SHORAC KAPPOCK - 2,M098,--LAPTOP CARTS,35000,0,0,0,2016
E  CN529,M,,10,Rodriguez,PS/IS 187 - 1,M187,--SOUND-PROOF CAFETERIA,35000,0,0,0,2016
E  CN530,M,,10,Rodriguez,PS/IS 187 - 2,M187,--AUDITORIUM UPGRADE,35000,0,0,0,2016
E  CN531,M,,10,Rodriguez,PS/IS 366: WASHINGTON HEIGHTS ACADEMY,M366,--TECHNOLOGY ELL SUPPORT,40000,0,0,0,2016
E  CN532,M,,10,Rodriguez,GREGORIO LUPERON ROBOTIC LAB,M552,--INSTALL SECURITY CAMERAS AT PS 187,200000,0,0,0,2016
E  CN533,M,,10,Rodriguez,THE COLLEGE ACADEMY - 1,M462,--SCIENCE LAB EQUIPMENT,50000,0,0,0,2016
E  CN534,M,,10,Rodriguez,THE COLLEGE ACADEMY - 2,M462,--AUDITORIUM CURTAIN,35000,0,0,0,2016
E  CN536,M,,6,Rosenthal,COMMUNITY ACTION SCHOOL - DOE,M258,--CLASSROOM SOUND SYSTEM,35000,0,0,0,2016
E  CN538,M,,6,Rosenthal,LAGUARDIA HIGH SCHOOL - DOE,M485,--TECH SPACE INFRASTRUCTURE PROJECT,150000,0,0,0,2016
E  CN539,M,,6,Rosenthal,M243 CENTER SCHOOL - DOE,M243,--COMPUTER AND SMART BOARD UPGRADE,150000,0,0,0,2016
E  CN540,M,,6,Rosenthal,M245 COMPUTER SCHOOL - DOE,M245,--COMPUTER LAPTPO UPGRADE,150000,0,0,0,2016
E  CN541,M,,6,Rosenthal,MANHATTAN HUNTER SCIENCE HIGH SCHOOL - DOE,M541,--PS 541 COMPUTER UPGRADE,150000,0,0,0,2016
E  CN542,M,,6,Rosenthal,MARTIN LUTHER KING EDUCATIONAL CAMPUS - DOE,Z010,--CAMPUS BEAUTIFICATION AND UPGRADES,200000,0,0,0,2016
E  CN543,M,,6,Rosenthal,MARTIN LUTHER KING JR HIGH SCHOOL - DOE,Z010,--ARTIFICIAL TURF ATHLETIC FIELD,300000,0,0,0,2016
E  CN546,M,,6,Rosenthal,PS 191 MUSEUM MAGNET SCHOOL - DOE,M191,--LOCKERS FOR MIDDLE SCHOOL,80000,0,0,0,2016
E  CN547,M,,6,Rosenthal,PS 199 JESSE ISADOR STRAUSS ELEMENTARY SCHOOL,M199,--SCIENCE CENTER,150000,0,0,0,2016
E  CN548,M,,6,Rosenthal,PS 75 EMILY DICKENSON ELEMENTARY SCHOOL - DOE,M075,--PLAYGROUND RENOVATION,250000,0,0,0,2016
E  CN549,M,,6,Rosenthal,PS 84 LILLIAN WEBER ELEMENTARY SCHOOL - DOE,M084,--GREEN ROOF REPAIR,290000,0,0,0,2016
E  CN550,M,,6,Rosenthal,PS 9 SARAH ANDERSON SCHOOL - DOE,M009,--COMPUTER LAB/TECHNOLOGY UPGRADE,110000,0,0,0,2016
E  CN551,M,,6,Rosenthal,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS - DOE,M402,--TECHNOLOGY UPGRADE,150000,0,0,0,2016
E  CN757,M,,2,Mendez,TECHNOLOGY PS-138 M,M138,--WHITEBOARDS AND ADAPTIVE KEYBOARDS,103000,0,0,0,2016
E  CN758,M,,2,Mendez,PS 40 ROOFTOP PLAYGROUND,M040,--ROOFTOP PLAYGROUND REPLACEMENT,150000,0,0,0,2016
E  CN759,M,,2,Mendez,BARUCH COLLEGE H.S. GYM,M411,--GYM RENOVATION,100000,0,0,0,2016
E  CN760,M,,2,Mendez,TASS (01M301) TECHNOLOGY,M301,--TECHNOLOGY,50000,0,0,0,2016
E  CN761,M,,2,Mendez,SIMON BARUCH MS 104 TECHNOLOGY,M104,--TECHNOLOGY,35000,0,0,0,2016
E  CN762,M,,2,Mendez,CHILDREN'S WORKSHOP LIBRARY UPGRADE,M361,--LIBRARY UPGRADE,200000,0,0,0,2016
E  CN763,M,,2,Mendez,PS 116 PA SYSTEM,M116,--NEW PA SYSTEM,36000,0,0,0,2016
E  CN764,M,,2,Mendez,EARTH SCHOOL TECHNOLOGY,M364,--TECHNOLOGY,105000,0,0,0,2016
E  CN765,M,,2,Mendez,TOMPKIN SQUARE MIDDLE SCHOOL,M839,--TECHNOLOGY,35000,0,0,0,2016
E  CN766,M,,2,Mendez,PS 63/NEIGHBORHOOD SCHOOL KITCHEN RENOVATIONS,"M063, M363",--KITCHEN RENOVATION,187000,0,0,0,2016
E  CN770,M,,8,Mark-Viverito,CENTRAL PARK EAST II SCHOOL TECHNOLOGY UPGRADES,M964,--TECHNOLOGY UPGRADES AND STORAGE FOR THE NEW TECHNOLOGY,50000,0,0,0,2016
E  CN779,M,,8,Mark-Viverito,MANHATTAN CENTER FOR MATH AND SCIENCE HIGH SCHOOL AUDITORIUM UPGRADE,M435,--TO CREATE A NEW A/V SYSTEM FOR THE SCHOOL'S AUDITORIUM.,50000,0,0,0,2016
E  CN780,M,,8,Mark-Viverito,P.S. 102- JACQUES CARTIER SCHOOL TECHNOLOGY UPGRADES,M102,"--LOOKING TO PROVIDE SMART BOARDS, CLASSROOM PRESENTATION STATIONS, AND NUMEROUS TECHNOLOGY UPGRADES",150000,0,0,0,2016
E  CN781,M,,8,Mark-Viverito,P.S. 96 TECHNOLOGY UPGRADES,M096,--TO FINANCE NUMEROUS TECHNOLOGY UPGRADES AROUND THE SCHOOL.,100000,0,0,0,2016
E  CN782,M,,8,Mark-Viverito,PS/IS 171 SCHOOL LIBRARY MEDIA UPGRADE,M171,"--INSTALLATION OF COMPUTERS, PRINTERS AND UPDATES TO CURRENT TECHNOLOGY TO BENEFIT STUDENTS",110000,0,0,0,2016
E  CN783,M,,8,Mark-Viverito,"PS/MS 007, SAMUEL STERN TECHNOLOGY UPGRADES",M007,"--SMARTBOARDS, MAC BOOK AIR LAPTOPS, AND LAPTOP STORAGE CARTS",50000,0,0,0,2016
E  CN784,M,,8,Mark-Viverito,THE BILINGUAL BICULTURAL SCHOOL/P.S. 182 TECHNOLOGY UPGRADES,"M182, M183",--ACQUIRE 18 SMARTBOARDS FOR CLASSROOMS,150000,0,0,0,2016
E  CN921,M,,4,Garodnick,PS 116 PA SYSTEM,M116,--FUNDING WILL PROVIDE NEW PA SYSTEM,35000,0,0,0,2016
E  CN922,M,,4,Garodnick,PS 40 ROOFTOP PLAYGROUND,M040,--FUNDING WILL SUPPORT ROOFTOP PLAYGROUND AT THE SCHOOL,150000,0,0,0,2016
E  CN923,M,,4,Garodnick,PS 527 THEATER UPGRADE,M527,--FUNDING WILL SUPPORT THEATER UPGRADE,105000,0,0,0,2016
E  CN947,M,,5,Kallos,(02M217) ROOSEVELT ISLAND SCHOOL - GREEN ROOF,M217,--GREEN ROOF,500000,0,0,0,2016
E  CN948,M,,5,Kallos,(02M151) YORKVILLE COMMUNITY SCHOOL - ROOFTOP PLAY SPACE,M151,--ENCLOSE ROOFTOP YARD,500000,0,0,0,2016
E  PN013,M,,7,Levine,TEACHERS COLLEGE COMMUNITY SCHOOL,M517,--MAKERSPACES AND STEM TECHNOLOGY,43000,0,0,0,2016
E  PN014,M,,10,Rodriguez,PS 132 WHEELS,M132,--WHEELS PLAYGROUND INSTALLATION,500000,0,0,0,2016
E  PN015,M,,10,Rodriguez,PS 132/ DOS PUENTES PLAYGROUND,"M132, M103",--PARTICIPATORY BUDGET: PLAYGROUND INSTALLATION:PHASE 1,200000,0,0,0,2016
E  PN016,M,,10,Rodriguez,PS 187,M187,--INSTALL SECURITY CAMERAS,200000,0,0,0,2016
ED CN001,M,,"96, 08","Citywide, Mark-Viverito",JULIA DE BURGOS CULTURAL CENTER RENOVATIONS,,--CAPITAL UPGRADES THROUGHOUT THE BUILDING,500000,0,0,0,2016
ED CN002,M,,"96, 08","Citywide, Mark-Viverito",LA MARQUETA RENOVATIONS,,--CAPITAL UPGRADES THOUGHOUT THE SPACE,1000000,0,0,0,2016
ED NC024,M,,"96, 10","Citywide, Rodriguez",NORTHERN MANHATTAN FERRY INFRASTRUCTURE,,--TO BUILD FERRY STOP IN NORTHERN MANHATTAN,0,3000000,0,0,2016
ED NC028,M,,4,Garodnick,EDC - WATERSIDE PIER & STUYVESANT COVE AMENITIES,,--FUNDING WILL SUPPORT AMENITIES AT WATERSIDE PIER AND STUYVESANT COVE,1050000,0,0,0,2016
ED NC030,M,,10,Rodriguez,ACDP MENTAL HEALTH RENOVATION,,--RENOVATION OF AUDUBON  BALLROOM FAMILY CENTER (THOUGH EDC) - PROJECT NEEDS $300K,300000,0,0,0,2016
ED NC032,M,,8,Mark-Viverito,107TH STREET PIER RENOVATIONS,,--DEMOLISH AND REMOVE THE PAVILION AND REOPEN THE CENTER OF THE PIER FOR PUBLIC USE,250000,0,0,0,2016
E  D001,M,,7,Levine,ALFRED E. SMITH SCHOOL PS 163,M163,--AUDITORIUM UPGRADE - PARTIAL FUNDING FOR THE ELECTIRICAL AND LIGHTING/AV,85000,0,0,0,2015
E  D001,M,,2,Mendez,BARD HS EARLY COLLEGE,M696,--BHSEC ELECTRICAL UPGRADE,250000,0,0,0,2015
E  D001,M,,4,Garodnick,BARUCH COLLEGE CAMPUS HIGH SCHOOL,M411,--FUNDING WILL SUPPORT AN UPGRADE TO  THE SCHOOL GYMNASIUM.,75000,0,0,0,2015
E  D001,M,,3,Johnson,BAYARD RUSTIN EDUCATIONAL COMPLEX,M440,--SOUND-ABSORBING TILES,93000,0,0,0,2015
E  D001,M,,7,Levine,BOOKER T. WASHINGTON SCHOOL PS054,M054,--AUDITORIUM UPGRADE - PHASE II FUNDING,123000,0,0,0,2015
E  D001,M,,10,Rodriguez,CASTLE BRIDGE,M513,--AUDITORIUM UPGRADES,50000,0,0,0,2015
E  D001,M,,3,Johnson,CITY-AS-SCHOOL HIGH SCHOOL,M560,--CITY-AS-SCHOOL MEDIA ARTS EDUCATION INFRASTRUCTURE,100000,0,0,0,2015
E  D001,M,,7,Levine,"COLUMBIA SCHOOL FOR MATH, SCIENCE AND ENGINEERING",M362,"--AUDITORIUM UPGRADE - PARTIAL FUNDING; BOROUGH PRESIDENT IS ALSO PICKING UP $150,000",150000,0,0,0,2015
E  D001,M,,1,Chin,CASCADES HIGH SCHOOL,M650,--RENOVATE STUDENT BATHROOMS,100000,0,0,0,2015
E  D001,M,,1,Chin,EMMA LAZARUS HIGH SCHOOL,M394,--CONSTRUCTION OF GARDEN ON ROOFTOP,60000,0,0,0,2015
E  D001,M,,1,Chin,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,M515,--RENOVATION FOR GYM LIGHTING,50000,0,0,0,2015
E  D001,M,,1,Chin,LOWER MANHATTAN ARTS ACADEMY,M308,--LAPTOP CARTS,60000,0,0,0,2015
E  D001,M,,1,Chin,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,M896,--LAPTOP CARTS,50000,0,0,0,2015
E  D001,M,,1,Chin,MS 131,M131,--LAPTOP CARTS,60000,0,0,0,2015
E  D001,M,,1,Chin,MURRY BERGTRAUM,M520,--TECHNOLOGY,60000,0,0,0,2015
E  D001,M,,1,Chin,NEW DESIGN HIGH SCHOOL,M543,--LAPTOP CARTS,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 126,M126,--INTERACTIVE PROJECTORS AND WHITEBOARDS,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 130,M130,--LAPTOP CARTS,50000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 137,M137,--TECHNOLOGY,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 142,M142,--CONFIGURATION 1C - INTERACTIVE TABLES,40000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 184,M184,--FACADE RECONSTRUCTION.,100000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 20 THE ANNA SILVER SCHOOL,M020,--LAPTOPS,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 234,M234,--LAPTOPS CARTS,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 276 BATTERY PARK CITY SCHOOL,M276,--LAPTOP CARTS,50000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 89,M089,--RESURFACE PLAY YARD,60000,0,0,0,2015
E  D001,M,,1,Chin,P.S. 94 AT 55 BATTERY PLACE,M094,--SMARTBOARDS,50000,0,0,0,2015
E  D001,M,,1,Chin,RICHARD R. GREEN HIGH SCHOOL - TECHNOLOGY,M580,--TECHNOLOGY,60000,0,0,0,2015
E  D001,M,,1,Chin,SCHOOL FOR GLOBAL LEADERS,M378,--TO CONVERT A CLASSROOM TO A LIBRARY/MEDIA LAB,90000,0,0,0,2015
E  D001,M,,1,Chin,STUYVESANT HIGH SCHOOL,M475,--TO RENOVATE AUDITORIUM,150000,0,0,0,2015
E  D001,M,,1,Chin,UNIVERSITY ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,M305,--TO RENOVATE FORENSICS CLASSROOM,50000,0,0,0,2015
E  D001,M,,1,Chin,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,M448,--RENOVATE BATHROOMS,100000,0,0,0,2015
E  D001,M,,5,Kallos,MS 114 - EAST SIDE MIDDLE SCHOOL,M114,--PURCHASE OF 128 LAPTOPS AND 8 LAPTOP CARTS. SCHOOL RECEIVED $100K IN FY 13 FOR 125 LAPTOPS AND 6 CARTS.,106000,0,0,0,2015
E  D001,M,,5,Kallos,PS 151 - YORKVILLE COMMUNITY SCHOOL,M151,--TECHNOLOGY UPGRADES: SMARTBOARD BUNDLES CLASSROOM LAPTOPS AND CARTS- 30 LAPTOPS PER CART PER CLASS,53000,0,0,0,2015
E  D001,M,,5,Kallos,PS 158 - THE BAYARD TAYLOR SCHOOL,M158,"--TECHNOLOGY UPGRADES. PURCHASE OF LAPTOPS, DESKTOPS AND PRINTERS",118000,0,0,0,2015
E  D001,M,,5,Kallos,PS 198 - THE ISIDOR AND IDA STRAUS SCHOOL,M198,"--NEW TABLES AND CHAIRS FOR KINDERGARTEN, 1ST, 2ND AND 5TH GRADE CLASSROOMS.",53000,0,0,0,2015
E  D001,M,,5,Kallos,PS 217 - THE ROOSEVELT ISLAND SCHOOL,M217,"--TECHNOLOGY UPGRADES INCLUDING ACTIVE BOARDS, COMPUTERS, LAPTOPS, SMART DEVICES AND DOCUMENT CAMERAS.",225000,0,0,0,2015
E  D001,M,,5,Kallos,PS 290-THE MANHATTAN NEW SCHOOL,M290,--ONE LAPTOP CART FOR THE UPGRADE OF AN OUTDATED CART.,40000,0,0,0,2015
E  D001,M,,5,Kallos,PS 290-THE MANHATTAN NEW SCHOOL,M290,--PS 290 GREEN ROOF & GREEN HOUSE,500000,0,0,0,2015
E  D001,M,,5,Kallos,PS183 - ROBERT LOUIS STEVENSON,M183,--4 MOBILE LAPTOP COMPUTER STORAGE CARTS AND MAC SERVER,105000,0,0,0,2015
E  D001,M,,5,Kallos,DOE -167 WAGNER,M167,--SCIENCE LAB UPGRADE FOR 8TH GRADE CLASSROOM,150000,0,0,0,2015
E  D001,M,,10,Rodriguez,DOS PUENTES ELEMENTARY,M103,--ELECTRICAL  TECHNOLOGY UPGRADES,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,DOS PUENTES ELEMENTARY,M103,--WIRELESS INTERACTIVE WHITE BOARD PRESENTATION,50000,0,0,0,2015
E  D001,M,,5,Kallos,ESMS TECHNOLOGY EXPANSION,M114,"--PURCHASE OF 128 LAPTOPS AND 8 LAPTOP CARTS.
- SCHOOL RECEIVED $100K IN FY 13 FOR 125 LAPTOPS AND 6 CARTS.",106000,0,0,0,2015
E  D001,M,,2,Mendez,EVCS M315,M315,--TECHNOLOGY UPGRADES: CONFIG. 2A QT1,35000,0,0,0,2015
E  D4001,M,,"03, 96","Speaker, Johnson",FASHION INSTITUTE OF TECHNOLOGY,College,--HALF AUDITORIUM FACILITIES UPGRADE: PHASE II,300000,0,0,0,2015
E  D001,M,,"96, 06","Speaker, Rosenthal",FIORELLO LAGUARDIA HIGH SCHOOL,M485,--FEASIBILITY STUDY FOR RENOVATION OF STUDIO STORAGE SPACE AND EXPANSION,300000,0,0,0,2015
E  D001,M,,9,Dickens,FREDERICK DOUGLASS ACADEMY,M499,--MOBILE LAB & UPDATE TO EXISTING HARDWARE AND SOFTWARE,100000,0,0,0,2015
E  D001,M,,7,Levine,HAMILTON GRANGE MIDDLE SCHOOL,M209,--UPGRADE AND PURCHASE OF TECHNOLOGY EQUIPMENT - PARTIAL FUNDING FOR 10 SMART BOARDS,48000,0,0,0,2015
E  D001,M,,2,Mendez,HARVEY MILK HS,M586,--TECHNOLOGY UPGRADES -CONFIG. 6 QT1,35000,0,0,0,2015
E  D001,M,,3,Johnson,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,M400,--MANHATTAN STEM INITIATIVE 2015,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,HIGH SCHOOL FOR MEDIA COMMUNICATIONS,M463,--MEDIA/ CLASSROOM TECH LAB,50000,0,0,0,2015
E  D001,M,,4,Garodnick,HIGH SCHOOL OF ART & DESIGN,M630,--PURCHASE OF COMPUTER CARTS WITH WIRELESS PRINTERS.,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,HS FOR HEALTH & SCIENCE AT GWEC,M468,--TECHNOLOGY UPGRADES,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,IS 528 BEA FULLER RODGERS,M528,--TECHNOLOGY UPGRADE,50000,0,0,0,2015
E  D001,M,,7,Levine,JACOB SCHIFF SCHOOL PS 192,M192,--EQUIPMENT PURCHASE - ELMO CAMERAS FOR CLASSROOMS AND SMARTBOARDS,50000,0,0,0,2015
E  D001,M,,3,Johnson,THE JAMES BALDWIN SCHOOL (M313),M313,--TECHNOLOGY UPGRADE,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,LAGUARDIA HIGH SCHOOL,M485,--BUILDING ADDITIONS FOR STORAGE AND SHOP,35000,0,0,0,2015
E  D001,M,,"96, 04","Speaker, Garodnick",LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,M485,--PHASE I OF THE EXTERIOR CONSTRUCTION OF ADDITIONAL SPACE FOR THE TECHNICAL THEATER DEPT.,300000,0,0,0,2015
E  D001,M,,6,Rosenthal,M 402 URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,M302,--INTERIOR GREENSCAPES,35000,0,0,0,2015
E  D001,M,,7,Levine,MARGARET DOUGLAS SCHOOL PS036,M036,--SCHOOLWIDE COMPUTER UPGRADE,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,MARTIN LUTHER KING JR EDUCATIONAL CAMPUS,"Z010, M541",--LIBRARY ROOM CONVERSION,660000,0,0,0,2015
E  D001,M,,5,Kallos,MIHS LAPTOP CARTS,M459,--120 LAPTOPS AND 4 CARTS,165000,0,0,0,2015
E  D001,M,,10,Rodriguez,MIRABAL SISTERS CAMPUS/ MS 319 & M324,"M324, M219",--PLAYGROUND RENOVATION,50000,0,0,0,2015
E  D001,M,,7,Levine,MOTT HALL II,M862,--SCIENCE LAB CONVERSION,100000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 256 ACADEMIC AND ATHLETIC EXCELLENCE,M256,--STATIONARY COMPUTER LAB UPGRADE #3A,100000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 258,M258,--FEASIBILITY STUDY FOR ROOF RECESS YARD,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 258,M258,--PA/ENHANCED SOUND SYSTEM,70000,0,0,0,2015
E  D001,M,,10,Rodriguez,"MS 324, PATRIA MIRABAL",M324,--TECHNOLOGY UPGRADES,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,"MS 349, HARBOR HEIGHTS",M349,--TECHNOLOGY UPGRADES FOR COMPUTER LAB,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 811 MICKEY MANTLE SCHOOL,M811,--COMPUTER/SMARTBOARD UPGRADE,178000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 811 MICKEY MANTLE SCHOOL,M811,--GYM DIVIDER CURTAIN WITH POWER SWITCH,35000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS 859 SPECIAL MUSIC SCHOOL (MLK COMPLEX),M859,--SOUND PROOF PODS,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,MS245 COMPUTER SCHOOL,M245,--GREEN ROOF,35000,0,0,0,2015
E  D001,M,,10,Rodriguez,"MS328, MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY",M328,--GYMANSIUM UPGRADES: EQUIPMENT REQUEST,50000,0,0,0,2015
E  D001,M,,3,Johnson,NYC ISCHOOL,M376,--TECHNOLOGY UPGRADES,50000,0,0,0,2015
E  D001,M,,3,Johnson,NYC LAB SCHOOL FOR COLLABORATIVE STUDIES-02M412,M412,--LAPTOP EXPANSION,35000,0,0,0,2015
E  D001,M,,9,Dickens,P.S 194 COUNTEE CULLEN,M194,--UPGRADES TO LIBRARY AND CREATE THE PS 194 MEDIA TECHNOLOGY LEARNING CENTER.,50000,0,0,0,2015
E  D001,M,,4,Garodnick,P.S. 116 MANHATTAN,M116,--UPGRADE TO THE SCHOOL LIBRARY,125000,0,0,0,2015
E  D001,M,,4,Garodnick,P.S. 40,M040,--NEW CAFETERIA FLOORS.,85000,0,0,0,2015
E  D001,M,,3,Johnson,PROFESSIONAL PERFORMING ARTS SCHOOL,M408,--PPAS LAPTOP CART UPGRADE,60000,0,0,0,2015
E  D001,M,,3,Johnson,PS 11 - THE WILLIAM T. HARRIS SCHOOL,M011,--PLAYGROUND SAFETY SURFACING,68000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 115, THE ALEXANDER HUMBOLT",M115,--AUDITORIUM UPGRADES,35000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 115, THE ALEXANDER HUMBOLT",M115,--GYMANSIUM UPGRADES,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 115, THE ALEXANDER HUMBOLT",M115,--SCIENCE LAB,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 115, THE ALEXANDER HUMBOLT",M115,--WHITE BOARD PRESENTATION STATION,50000,0,0,0,2015
E  D001,M,,2,Mendez,PS 116,M116,--LIBRARY UPGRADE,125000,0,0,0,2015
E  D001,M,,7,Levine,PS 125,M125,--TECHNOLOGY UPGRADE AND COMPUTER EQUIPMENT,50000,0,0,0,2015
E  D001,M,,2,Mendez,PS 15 -ROBERTO CLEMENTE,M015,--PLAYGROUND RENOVATION (TRUST FOR PUBLIC LAND),500000,0,0,0,2015
E  D001,M,,4,Garodnick,PS 151 YORKVILLE COMMUNITY SCHOOL,M151,--FUNDING WILL SUPPORT A TECHNOLOGY UPGRADE.,35000,0,0,0,2015
E  D001,M,,7,Levine,PS 153,M153,--TECHNOLOGY UPGRADE AND COMPUTER EQUIPMENT,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 166,M166,--LIBRARY UPGRADE,150000,0,0,0,2015
E  D001,M,,5,Kallos,PS 183 TECHNOLOGY INTEGRATION,M183,"--PURCHASE OF 4 MOBILE CARTS FOR K-2 CLASSROOMS, 1 MACBOOK PRO PER CLASSROOM (13 TOTAL), 1 SERVER.",116000,0,0,0,2015
E  D001,M,,10,Rodriguez,PS 187,M187,--LAPTOP CART SYSTEMS & WIRELESS PRINTERS,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,PS 187,M187,--SMARTBOARDS,35000,0,0,0,2015
E  D001,M,,2,Mendez,PS 19- ASHER LEVY,M019,--PA UPGRADE / CLOCK SYSTEM,85000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 191 MUSEUM MAGNET SCHOOL,M191,--MSM INTERACTIVE TECH PROJECT,50000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 199 JESSE ISADOR STRAUSS,M199,--GREEN ROOF,35000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 278, THE PAULA HEDBAVNY SCHOOL",M278,--MOBILE COMPUTER LAB,39000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 278, THE PAULA HEDBAVNY SCHOOL",M278,--SCHOOL YARD WITH ARTIFICIAL TURF,50000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 314, MUSCOTA NEW SCHOOL",M314,"--TECHNOLOGY UPGRADES: SMART BOARDS, LAPTOP CARTS",50000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 333 MANHATTAN SCHOOL FOR CHILDREN,M333,--AUDITORIUM UPGRADE,170000,0,0,0,2015
E  D001,M,,2,Mendez,PS 364 - THE EARTH SCHOOL,M364,--TECHNOLOGY UPGRADES -CONFIG. 6 QT1,105000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 452,M452,--DANCE ROOM RENOVATION,105000,0,0,0,2015
E  D001,M,,10,Rodriguez,"PS 48, PO MICHAEL J. BUCZECK SCHOOL",M048,--TECHNOLOGY & MEDIA UPGRADES,50000,0,0,0,2015
E  D001,M,,4,Garodnick,PS 6,M006,--FUNDING WILL SUPPORT THE SCHOOLYARD RENOVATION,100000,0,0,0,2015
E  D001,M,,2,Mendez,PS 63 - STAR ACADEMY,M063,--TECHNOLOGY UPGRADES: CONFIG. 4A + 6,75000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 75 EMILY DICKENSON SCHOOL,M075,--COMPUTER UPGRADE FOR EVERY CLASSROOM,300000,0,0,0,2015
E  D001,M,,5,Kallos,PS 77 MANHATTAN STEM INITIATIVE,M077,--TWO A+ MOBILE STEM CARTS.,104000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 84,M084,--ROOFTOP GARDEN,35000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 9/MS 243,"M009 , M243",--GYMNASIUM UPGRADE,250000,0,0,0,2015
E  D001,M,,9,Dickens,PS/MS 149  THE SOJOURNER TRUTH SCHOOL,M149,"--THE PURCHASE OF 78 LAPTOPS MACBOOK PRO 13 INCH, 6 PURCHASE OF MOBILE LAPTOP CART 26 UNIT CART",46000,0,0,0,2015
E  D001,M,,3,Johnson,PS212 - MIDTOWN WEST SCHOOL,M212,--PS212 LIBRARY TECHNOLOGY UPGRADE,54000,0,0,0,2015
E  D001,M,,2,Mendez,PS347 - ASL ELEMENTARY,M347,--TECHNOLOGY UPGRADES - CONFIG. 6 QT1 + 7 QT1,35000,0,0,0,2015
E  D001,M,,2,Mendez,PS40- AUGUSTUS SAINT GAUDENS,M040,--CAFETERIA FLOORING,85000,0,0,0,2015
E  D001,M,,3,Johnson,QUEST TO LEARN,M422,--TECHNOLOGY UPGRADE.,45000,0,0,0,2015
E  D001,M,,7,Levine,ROBERT E. SIMON PS165,S165,--MULIT-MEDIA LAB UPGRADE FOR GRADES 6-8,200000,0,0,0,2015
E  D001,M,,4,Garodnick,ROBERT F. KENNEDY; P169,P169,--PURCHASE OF SMARTBOARDS.,35000,0,0,0,2015
E  D001,M,,4,Garodnick,ROBERT F. WAGNER MIDDLE SCHOOL (M167),M167,--SCIENCE UPGRADE FOR THE 8TH GRADE CLASSROOMS.,250000,0,0,0,2015
E  D001,M,,2,Mendez,SCHOOL OF THE FUTURE (02M413),M413,--TECHNOLOGY UPGRADES -CONFIG. 6 QT1,35000,0,0,0,2015
E  D001,M,,7,Levine,TEACHERS COLLEGE COMMUNITY SCHOOL PS517,M517,--MEDIA CENTER - INITIAL OUTFITTING,144000,0,0,0,2015
