project_id,boro,new_project,cd,sponsor,title,short_dbn,desc,fy_now,fy_1,fy_2,fy_3,year
E  D001,M,,7,Levine,THE ACADEMY FOR SOCIAL ACTION M367,M367,--TECHNOLOGY UPGRADE AND INSTALLATION OF LCD/LED TELEVISIONS,43000,0,0,0,2015
E  D001,M,,2,Mendez,THE ISLAND SCHOOL,M188,--RESO - A- CONFIG. 6 QT 2,35000,0,0,0,2015
E  D001,M,,2,Mendez,THE NEIGHBORHOOD SCHOOL,M363,--TECHNOLOGY UPGRADES - CONFIG. 8 QT1,50000,0,0,0,2015
E  D001,M,,2,Mendez,TOMPKINS SQUARE MIDDLE SCHOOL,M839,--TECHNOLOGY UPGRADES -CONFIG. 6 QT 1,105000,0,0,0,2015
E  D001,M,,7,Levine,TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP PS/IS210,M210,--PURCHASE OF TECHNOLOGY EQUIPMENT,108000,0,0,0,2015
E  D001,M,,5,Kallos,URBAN ACADEMY ILITERACY PROGRAM,M565,"--MULTIMEDIA EQUIPMENT: 5 CANON VIDEO CAMERAS, 5 PROMETHEUS INTERACTIVE DISPLAY BOARDS.",73000,0,0,0,2015
E  D001,M,,7,Levine,WEST PREP ACADEMY PS421,M421,--MULTI-MEDIA AUDITORIUM UPGRADE - PHASE 1 SPLITTING WITH THE BOROUGH PRESIDENT,179000,0,0,0,2015
E  D001,M,,7,Levine,WRIGHT BROTHERS SCHOOL - PS028,M028,--INSTALLATION OF A COMPUTER LAB,163000,0,0,0,2015
E  D001,M,,9,Dickens,YOUNG DIPLOMATS MAGNET ACADEMY,M242,--UPGRADE TO TECHNOLOGY MEDIA CENTER,100000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,JACKIE ROBINSON EDUCATION COMPLEX AUDITORIUM UPGRADE,Z016,"--INSTALL NEW STAGE CURTAINS, RIGGING AND PAINTING",100000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,MANHATTAN CENTER FOR MATH & SCIENCE AUDITORIUM UPGRADE,M435,--INSTALL 40 NEW SEATS IN AUDITORIUM,40000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 179,M179,--TECHNOLOGY UPGRADES FOR PS 179.,50000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 18,M018,--TECHNOLOGY UPGRADES FOR PS 18.,50000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 223,M223,--TECHNOLOGY UPGRADES FOR PS 223.,50000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 352,M352,--TECHNOLOGY UPGRADES FOR PS 352.,50000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 72,M072,--ELECTRICAL UPGRADES.,145000,0,0,0,2015
E  D001,M,,8,Mark-Viverito,PS 73,M073,--TECHNOLOGY UPGRADES FOR PS 73.,50000,0,0,0,2015
E  D001,M,,90,LGBT Caucus,HARVEY MILK HIGH SCHOOL- SMART BOARDS,M586,--RESO-A SMART BOARDS,210000,0,0,0,2015
E  D001,M,,2,Mendez,PS 15M,M015,--TECHNOLOGY UPGRADE,35000,0,0,0,2015
E  D001,M,,10,Rodriguez,MS 052 INWOOD JUNIOR HIGH SCHOOL,M052,--SOCCER FIELD BUBBLE,500000,0,0,0,2015
E  D001,M,,5,Kallos,DOE - ELEANOR ROOSEVELT HIGH SCHOOL,M416,--TECH IMPROVEMENTS: ENO WHITEBOARDS WITH PROJECTORS AND SPEAKERS AND 3 CARTS OF LAPTOPS,94000,0,0,0,2015
E  D001,M,,9,Dickens,SOCIETY OF EDUCATIONAL ARTS,,--UPGRADE TO THEATER EQUIPMENT,45000,0,0,0,2015
E  D001,M,,3,Johnson,PS 41M,M041,--FULLY FUND FY14 PLAYGROUND,123000,0,0,0,2015
E  D001,M,,6,Rosenthal,PS 166 YARD,M166,--RENOVATION OF SCHOOL YARD,300000,0,0,0,2015
E  D001,M,,17,Arroyo,HARVEY MILK HIGH SCHOOL,M586,--SMART BOARDS,210000,0,0,0,2015
E  D001,M,,96,Citywide,PS 7M EDIBLE SCHOOLYARD,M007,--EDIBLE SCHOOLYARD,1100000,0,0,0,2015
ED D075,M,,4,Garodnick,ECONOMIC DEVELOPMENT CORPORATION,,--ADDITIONAL IMPROVEMENTS AT STUYVESANT COVE PARK.,500000,0,0,0,2015
ED D075,M,,"03, 96","Speaker, Johnson","NEW YORK CITY AIDS MEMORIAL, INC.",,--NYC AIDS MEMORIAL,500000,0,0,0,2015
ED D075,M,,10,Rodriguez,DYCKMAN PIER,,--FERRY ACCESS TO ECO-DOCK,500000,0,0,0,2015
ED D075,M,,96,Citywide,LA MARQUETA,,--FOOD MARKET INCUBATOR,3000000,0,0,0,2015
ED DN841,M,,99,Technical adjustment,AMBER CHARTER SCHOOL,M705,--TECHNICAL ADJUSTMENT FROM B/L E-D001 TO EDC.,548000,0,0,0,2015
E  D001,M,,2,Mendez,EAST SIDE COMMUNITY SCHOOL,M450,--TECHNOLOGY UPGRADES - CONFIG 8 (MAC) QT 1,50000,0,0,0,2015
ED D075,M,,96,Citywide,125TH & PARK AVE - EDC PUBLIC REALM PROJECT,,"--PEDESTRIAN IMPROVEMENTS ON 125TH STREET AND PARK AVENUE, AS PART OF EDC'S LARGER PUBLIC REALM PROJECT",1000000,0,0,0,2015
E-D001,M,,6,Rosenthal,John Jay Campus Plaza,College,John Jay Campus Plaza,150000,0,0,0,2015
E-D001,M,,99,Technical adjustment,PS 166 Yard,M166,PS 166 Yard,-300000,0,0,0,2015
E-D001,M,,99,Technical adjustment,PS 18 Playground,M018,PS 18 Playground,-200000,0,0,0,2015
